elevation,slope,waterDistance,vegetationCoverage,rainfall,duration,rockType,landslide,debris_flow,barrier_lake,torrential_flood,water_logging
21.9,12.1,81,32,2,8.7,0,0,0,0,0,0
43.5,2.1,95,66,13,7.1,0,0,0,0,0,0
31.6,0.8,62,60,9,16.1,0,0,0,0,0,0
45.4,3.7,95,45,13,12.8,0,0,0,1,0,0
29.8,14.7,66,55,1,17.8,0,0,0,0,0,0
25.3,24.8,30,33,3,23.1,0,0,1,1,0,0
48.1,21.3,87,68,18,10.1,0,0,0,1,0,0
35.5,22.4,95,45,3,12.8,0,0,0,0,0,0
972,18.8,73,47,25,2,0,0,1,1,0,0
23.5,20.2,40,69,0,7.5,0,0,0,0,0,0
27.1,4.8,81,42,30,9.6,0,0,0,0,0,0
16.2,12.1,41,36,4,18.8,0,0,0,0,0,0
50,5.6,53,45,27,34.1,0,0,0,0,1,0
22.2,14.4,88,64,30,11.7,0,0,0,0,0,0
20,23,65,48,5,14.4,0,0,0,1,0,0
27.8,10.3,57,47,15,16.7,0,0,1,1,0,0
1716,20.5,8,33,19,3,0,0,0,0,1,0
2152,23.3,458,41,4,6,0,0,0,0,0,0
25.4,2.1,84,65,6,43.5,0,0,0,1,0,0
44.3,5.3,61,50,29,22.6,0,0,0,0,0,0
41.4,23.3,95,45,22,12.5,0,0,0,0,0,0
33.3,15.5,40,34,10,24.4,0,0,0,0,0,0
959,17.6,321,56,0,1,0,0,1,0,1,0
21.1,1,37,65,25,5.6,0,0,0,0,0,0
537,17.4,449,76,25,2,0,0,1,0,0,0
2230,10.3,234,51,3,1,0,0,1,0,0,0
25.5,15.5,51,58,15,14,0,0,0,0,0,0
41.1,5.8,84,65,4,5,0,0,1,1,1,0
27.5,19.3,84,79,26,10,0,0,0,0,0,0
1325,22.7,386,67,6,3,0,0,1,1,1,0
20,22.2,95,44,21,19,0,0,0,0,0,0
1291,0,205,56,23,5,0,0,1,0,0,0
16.3,2.7,38,52,28,23.3,0,0,1,0,0,0
997,12.7,563,51,12,4,0,0,0,0,0,0
18.2,8.6,48,56,2,23.1,0,0,0,0,0,0
25.2,15.8,83,63,8,25.5,0,0,0,0,0,0
34.6,9.6,89,30,4,27.6,0,0,0,0,0,0
25.3,15,30,70,9,15,0,0,0,0,0,0
46,24.7,93,33,25,17.9,0,0,0,1,0,0
23.9,12.6,48,56,2,13.3,0,0,0,1,0,0
32.4,7.5,55,36,24,30,0,0,1,1,0,0
21.4,15.7,63,48,25,11.2,0,0,0,0,0,0
971,5.3,367,51,9,3,0,0,1,1,1,0
39.3,10.1,71,78,19,41.7,0,0,0,1,0,0
45.1,14.8,30,78,19,40,0,0,0,0,0,0
44.5,24.4,51,52,0,42,0,0,0,0,1,0
1811,24.3,108,72,2,3,0,0,1,1,1,0
33.6,8.5,69,79,8,40,0,0,1,0,0,0
1270,5.6,300,48,24,5,0,0,1,1,1,1
39.8,15.2,64,68,29,5.7,0,0,0,1,0,0
19.5,7.2,30,30,26,32.7,0,0,0,0,0,0
1354,16.8,326,70,22,1,0,0,1,1,0,0
34.7,14.5,30,49,11,8.4,0,0,0,1,1,0
37.6,4.1,52,32,29,44,0,0,1,1,0,0
33.3,2.8,95,58,18,5.7,0,0,0,0,0,0
33,13.4,92,64,1,21.1,0,0,0,1,0,0
2224,24.4,76,34,6,3,0,0,1,1,0,0
998,11.9,455,68,21,4,0,0,0,0,1,0
793,8.7,158,42,30,4,0,0,0,0,1,1
41.6,16.9,66,58,14,13.1,0,0,0,0,0,0
1737,2.8,371,79,12,6,0,0,1,1,1,0
41.3,2.2,68,35,1,24,0,0,1,0,0,0
937,0.2,127,75,26,5,0,0,1,0,0,0
959,8.3,339,52,1,5,0,0,1,0,0,0
20.3,4.1,30,80,19,22,0,0,0,0,0,0
2300,23.1,32,67,19,4,0,0,1,0,0,0
2141,9.6,243,45,29,4,0,0,1,0,1,0
49.1,9.4,54,41,0,33,0,0,0,0,0,0
48.6,4,67,32,8,13.5,0,0,0,0,0,0
26.1,24.5,75,60,6,16.9,0,0,0,1,0,0
22.8,22.1,88,55,19,30.3,0,0,0,1,0,0
1762,18.6,73,60,25,4,0,0,1,1,1,0
1669,9,407,31,23,6,0,0,1,1,1,0
28.6,10.5,63,68,16,7.4,0,0,1,1,0,0
1952,24.6,319,38,14,4,0,0,1,0,0,0
368,10.2,88,39,5,1,0,0,1,0,1,0
44.9,22.9,94,60,13,15.4,0,0,0,0,0,0
29.1,15.4,53,70,14,40,0,0,0,0,0,0
21.7,7.9,34,63,2,25.3,0,0,1,0,0,0
29.6,17.4,41,71,17,30,0,0,0,0,0,0
23.2,23.4,30,43,25,32,0,0,0,1,0,0
26.3,14.4,86,68,26,14,0,0,0,0,0,0
1254,11.8,1500,79,24,4,0,0,0,0,0,0
50,3.2,95,44,0,7.4,0,0,1,1,0,0
50,3.6,95,57,3,9,0,0,0,0,0,0
328,19.3,165,64,22,4,0,0,0,0,0,1
42.2,0.2,40,80,14,19,0,0,0,0,1,0
37.7,12.6,81,40,19,50,0,0,0,0,0,0
1436,15.2,51,70,15,2,0,0,0,0,0,1
364,0.2,518,49,24,5,0,0,0,0,0,0
907,16,141,71,19,6,0,0,0,0,0,0
2390,13.3,312,65,22,3,0,0,1,0,0,0
15.5,18.4,44,65,27,16.8,0,0,1,0,0,0
2144,5,17,42,22,4,0,0,0,0,1,0
20.5,17.1,63,78,4,14.8,0,0,0,0,0,0
28,14.7,71,80,23,12.9,0,0,0,0,0,0
27.4,9.4,69,49,12,14.1,0,0,0,0,0,0
36.2,19.5,93,59,24,20,0,0,1,0,0,0
25.3,16.7,40,36,10,33.5,0,0,0,0,0,0
29.1,1.5,67,40,1,31.1,0,0,0,0,0,0
20,0.4,30,74,15,47.2,0,0,0,1,1,0
1509,7,319,59,10,2,0,0,1,1,1,0
1987,11.6,322,44,8,1,0,0,1,1,0,0
2139,5.1,169,66,4,2,0,0,1,0,0,0
2071,14.3,685,55,3,3,0,0,1,0,1,0
34,8.9,86,61,20,45,0,0,0,0,0,0
1199,25,121,73,4,3,0,0,1,1,1,1
33.8,6.1,76,69,25,7.2,0,0,0,0,0,0
1270,3.8,487,76,29,2,0,0,0,0,0,0
42.1,5.8,89,73,16,6.9,0,0,1,0,0,0
25.9,19.6,30,36,9,11.5,0,0,0,0,1,0
28.9,21.7,68,52,29,16.1,0,0,1,0,1,0
20,11.7,58,40,16,16.7,0,0,0,0,0,0
829,12,424,65,2,5,0,0,1,1,0,0
35.2,5,61,77,8,20,0,0,0,0,0,0
857,24.1,201,39,3,1,0,0,0,0,0,0
43.3,1.3,69,46,11,15.4,0,0,1,0,0,0
34.8,14.6,87,37,6,12.6,0,0,0,0,0,0
23.5,21.4,51,78,22,8.5,0,0,0,0,0,0
514,17.6,468,66,28,3,0,0,0,0,0,0
2143,22.2,49,35,17,6,0,0,1,1,1,0
1729,6.6,359,75,28,1,0,0,1,1,0,0
1398,21.3,277,34,15,5,0,0,1,0,0,0
41.5,8.8,79,67,5,24.6,0,0,0,0,0,0
1362,6.4,5,52,27,1,0,0,1,0,1,0
36.3,21.3,61,76,26,80,0,0,0,0,1,0
44.8,11.5,55,51,12,46,0,0,0,0,0,0
19.2,9.1,69,49,17,10.3,0,0,0,0,1,0
1922,1.4,167,71,28,2,0,0,1,1,0,0
1016,13.3,117,34,26,4,0,0,1,1,1,0
39.3,23.2,79,62,16,60,0,0,0,0,0,0
1688,17.2,186,33,2,3,0,0,0,0,1,0
2424,15.8,165,48,7,3,0,0,1,1,0,0
1411,2.3,518,54,23,1,0,0,0,0,0,0
21.6,5.4,55,35,9,13.8,0,0,1,1,0,0
10.7,0.1,73,65,21,18.5,0,0,0,0,1,0
42.4,21.7,77,36,8,24.8,0,0,0,0,0,0
1933,18.3,100,65,17,3,0,0,0,0,1,0
47.6,9.5,94,42,27,33.3,0,0,0,0,0,0
29.3,5.2,32,69,17,14,0,0,1,0,0,0
913,0.4,345,33,11,5,0,0,1,1,0,0
23.6,15.1,51,53,2,28.6,0,0,0,0,0,0
2256,4.1,260,79,8,3,0,0,0,0,0,0
31.9,2,77,44,5,13.8,0,0,0,1,0,0
846,11.9,110,34,5,2,0,0,1,0,0,0
2266,23.6,458,52,10,3,0,0,1,0,1,0
30.7,9.4,87,57,14,20.7,0,0,0,0,0,0
304,6.7,54,50,5,3,0,0,1,1,0,0
27.2,9.9,83,62,12,7.3,0,0,0,1,0,0
1699,7.7,12,49,29,6,0,0,1,1,1,0
1135,12.9,3,49,22,4,0,0,0,0,0,0
26.2,10.3,91,61,21,12.6,0,0,0,1,0,0
28.1,15.5,30,39,21,13.5,0,0,0,1,0,0
31,16.4,85,35,5,48,0,0,0,0,0,0
686,5.2,515,44,30,3,0,0,1,1,0,0
1527,4.3,722,42,4,5,0,0,0,0,0,0
1529,4.7,260,53,13,5,0,0,1,0,0,0
10,14.5,67,33,1,25.9,0,0,0,0,0,0
30.1,20.6,68,43,17,33.3,0,0,0,1,0,0
26.4,1.6,30,42,30,13,0,0,0,0,0,0
37.7,12.9,89,70,1,21.1,0,0,0,0,0,0
22.5,0.3,46,48,25,15.6,0,0,1,1,1,0
37.6,20.9,76,73,3,15.3,0,0,0,1,0,0
40.3,13.3,50,57,24,26.2,0,0,1,1,0,0
29.1,2.8,61,69,17,22.4,0,0,0,0,0,0
2159,23.5,214,50,27,4,0,0,0,0,1,1
50,20.2,72,35,11,37.1,0,0,1,1,0,0
15,5.4,63,67,21,22.9,0,0,1,1,0,0
783,15.8,162,55,7,6,0,0,1,1,1,0
30,4.1,40,66,29,25,0,0,0,0,0,0
33.9,15,79,37,6,11.5,0,0,1,0,0,0
731,12.6,169,51,10,3,0,0,0,0,0,1
27.4,3.5,64,70,25,41.8,0,0,0,0,0,0
1019,6,89,44,29,1,0,0,0,0,0,0
1350,16.1,178,48,5,6,0,0,1,0,1,0
43.9,15.8,62,34,2,21.1,0,0,0,0,0,0
32.3,21.2,81,34,9,30,0,0,1,1,1,0
41.1,6.1,80,41,19,15.6,0,0,1,0,0,0
47.1,16.8,68,45,2,5,0,0,0,0,1,0
1094,0.7,1500,69,10,6,0,0,1,1,0,0
36.2,21.2,60,31,30,10.1,0,0,0,0,0,0
35.4,2.9,56,49,15,22.2,0,0,0,0,0,0
11.6,16.7,30,70,14,16.2,0,0,0,0,0,0
1275,12.8,15,63,14,6,0,0,0,0,0,0
918,7.8,102,59,25,3,0,0,0,0,0,0
25.4,1.4,56,45,2,40,0,0,0,1,0,0
591,5.6,566,68,5,5,0,0,0,0,0,0
800,7.7,447,67,7,5,0,0,1,0,0,1
24.8,14.8,72,63,17,19.2,0,0,0,1,0,0
21.2,3.2,57,46,28,17.4,0,0,0,0,0,0
32.9,17.1,88,33,4,33.7,0,0,0,0,0,0
26,16.3,74,59,8,7.4,0,0,0,1,0,0
27.7,16.5,95,68,16,15.4,0,0,1,1,0,0
926,6.4,578,59,13,6,0,0,0,0,0,0
1120,14.2,67,59,0,4,0,0,0,0,0,0
28.6,9.5,54,39,0,20,0,0,0,1,0,0
24.1,5.9,62,65,19,32,0,0,0,0,0,0
17.7,0.7,51,46,16,14.8,0,0,0,0,1,0
23.2,7.2,40,38,6,38.3,0,0,0,0,0,0
949,4.9,74,73,11,6,0,0,0,0,1,0
33.2,22.2,40,31,4,11.1,0,0,1,0,0,0
2446,12.8,1481,31,27,5,0,0,1,1,1,0
12,24.8,52,50,24,14.7,0,0,0,0,0,0
885,17.2,72,79,15,3,0,0,1,0,0,0
48.5,9.3,55,45,18,34.1,0,0,0,1,0,0
21.2,12.5,52,65,27,34.7,0,0,0,0,0,0
28.2,15.9,46,34,1,23.5,0,0,0,1,0,0
819,17.5,680,75,2,3,0,0,0,0,0,0
17.8,13.3,30,68,2,21.9,0,0,1,1,0,0
2265,13.1,253,36,10,4,0,0,0,0,0,0
20.1,6.7,30,70,1,10.3,0,0,0,0,0,0
857,8.7,118,45,27,4,0,0,1,0,0,0
20.7,12.3,35,32,13,15.7,0,0,0,0,0,0
25.9,14.7,70,61,17,21.9,0,0,0,0,0,0
2243,6.2,3,43,20,3,0,0,0,0,1,0
41.2,22.1,64,74,6,35.3,0,0,1,1,0,0
2106,6.5,4,55,27,2,0,0,1,0,0,0
327,15.2,111,73,12,1,0,0,1,0,0,1
391,11.7,36,53,6,4,0,0,1,0,0,0
32.4,22.9,80,37,10,56.5,0,0,1,1,0,0
34.6,12.3,30,67,0,8.7,0,0,0,0,0,0
1476,20.9,44,45,1,6,0,0,1,1,1,0
43,23.5,44,49,4,40,0,0,0,0,0,0
19.1,17,47,33,25,18.9,0,0,0,0,0,0
35.2,1.8,51,69,18,10.7,0,0,1,1,0,0
716,5,129,33,15,6,0,0,1,0,1,0
40.4,7.1,95,71,5,40,0,0,0,0,0,0
43.7,12.8,73,79,3,34.5,0,0,0,0,0,0
927,17.7,32,60,27,5,0,0,0,0,0,0
360,17.2,12,42,11,1,0,0,1,1,1,0
1398,24.1,378,50,30,6,0,0,1,0,0,0
2297,18,247,46,5,1,0,0,1,0,0,0
38.3,9.4,40,70,19,36.4,0,0,1,0,0,0
1879,12.2,118,50,23,4,0,0,1,0,0,0
31.7,20,40,55,26,18.1,0,0,0,0,0,0
35.2,14.8,95,52,29,12.7,0,0,0,0,0,0
30,15.5,92,49,2,17.9,0,0,0,0,0,0
22.8,2.5,60,65,14,36,0,0,0,0,0,0
27,2.3,95,48,12,28.5,0,0,0,0,0,0
34.9,8.2,95,37,3,5.3,0,0,0,1,0,0
647,0.9,578,67,15,1,0,0,0,0,0,0
44.1,5.2,77,59,17,40,0,0,0,0,0,0
1190,2.9,732,74,1,2,0,0,0,0,0,0
790,3.4,66,42,6,4,0,0,1,0,0,0
47.2,7.1,57,73,22,20.5,0,0,1,1,1,0
29.2,7.8,40,60,1,24.5,0,0,0,0,0,0
763,18.6,15,73,10,5,0,0,0,0,0,0
28.9,9,95,75,5,38.8,0,0,0,0,0,0
17.2,3.7,54,58,2,10.3,0,0,0,1,0,0
42.5,5.1,63,35,11,5.1,0,0,0,0,0,0
924,9.1,131,36,29,5,0,0,0,0,1,0
16.7,8,30,64,0,6.7,0,0,1,1,0,0
1844,13.9,179,34,29,5,0,0,1,0,1,0
41.1,21.9,54,51,9,16.8,0,0,1,0,0,0
2149,21.7,264,46,13,2,0,0,1,1,1,0
22.5,12,60,57,4,32.7,0,0,0,0,0,0
1635,3.5,99,79,28,1,0,0,0,0,0,1
23.5,7.3,79,56,4,6.9,0,0,0,0,0,0
50,0.2,40,57,24,43.3,0,0,0,0,0,0
29.4,15.9,51,76,7,21.2,0,0,0,0,1,0
26,7.3,51,72,25,12.9,0,0,0,1,0,0
36.7,5.7,47,76,28,8.8,0,0,0,0,0,0
10.2,11.8,77,51,28,8.7,0,0,0,0,1,0
24.9,13.7,65,44,15,41.1,0,0,1,1,0,0
945,15.5,266,51,4,1,0,0,0,0,1,0
22.5,9.3,62,59,13,14.4,0,0,0,1,0,0
10,11.6,30,65,3,9,0,0,0,0,1,0
46.8,12.5,88,72,24,20.5,0,0,0,0,0,0
25.2,12.5,70,49,29,16.9,0,0,0,1,1,0
491,24,103,68,29,5,0,0,0,0,0,0
41.1,23.3,73,52,13,52.3,0,0,1,1,0,0
846,15.1,15,65,25,6,0,0,1,1,0,0
16,20.4,38,73,14,5.4,0,0,1,0,0,0
21.2,18.8,50,36,25,27.1,0,0,0,0,0,0
1918,9.5,0,51,26,4,0,0,1,0,1,0
25.5,18.8,43,76,3,61.7,0,0,0,1,0,0
1206,19.7,449,78,29,1,0,0,1,0,1,0
27.5,12.2,66,31,5,20,0,0,0,1,0,0
42,16.9,40,43,28,25.2,0,0,1,1,0,0
24.7,13.3,40,43,13,20,0,0,0,0,0,0
565,4.2,10,31,20,5,0,0,1,0,1,0
700,19.8,123,63,6,1,0,0,0,0,0,0
30.1,9.2,59,80,21,9.7,0,0,0,0,0,0
1648,12.3,389,54,10,1,0,0,1,1,1,0
27.4,8.2,47,40,3,7.7,0,0,0,0,0,0
30.7,4.8,95,79,6,50,0,0,0,0,0,0
20,7.1,79,45,21,80,0,0,0,0,0,0
2413,4.2,128,43,6,4,0,0,0,0,0,0
44.2,13.6,40,41,24,19.2,0,0,0,0,0,0
43.1,11.1,95,48,29,12.3,0,0,0,0,0,0
20,10,80,36,30,40,0,0,1,1,0,0
25.9,6.1,30,44,21,13.3,0,0,1,0,1,0
12.4,24.5,80,62,7,18.9,0,0,0,0,1,0
20,7.1,75,54,18,8.9,0,0,0,0,0,0
10.6,11.4,30,40,11,13.3,0,0,0,0,0,0
34.4,0.9,42,76,3,30.7,0,0,0,1,0,0
11.3,7.9,44,65,29,26,0,0,0,1,0,0
667,22.3,902,70,21,5,0,0,0,0,0,1
46.9,20.4,95,66,19,38.5,0,0,1,1,0,0
2285,3,966,65,15,1,0,0,0,0,0,0
839,23.2,276,43,8,4,0,0,0,0,0,0
33.5,0,63,40,16,11.8,0,0,0,0,0,0
36.5,19.5,30,51,26,22.2,0,0,0,0,0,0
2362,6.8,447,60,16,4,0,0,1,0,0,0
38.9,14.8,91,34,9,20,0,0,1,1,0,0
50,0.1,40,61,14,25.2,0,0,0,0,0,0
2003,4.7,277,46,7,4,0,0,0,0,1,0
1020,2.9,300,30,1,6,0,0,0,0,0,0
42.2,19.7,53,47,25,9.3,0,0,0,0,0,0
32.7,1.5,92,67,3,18.7,0,0,0,1,0,0
911,8.2,194,74,12,5,0,0,1,1,1,0
20,8.2,40,42,21,28.5,0,0,0,0,1,0
43,10,90,53,6,16,0,0,1,1,0,0
2419,13.3,226,53,21,2,0,0,0,0,0,1
42.6,11.7,65,78,8,40,0,0,1,1,0,0
24,7.3,60,43,6,10,0,0,0,0,0,0
2185,6.4,16,55,3,1,0,0,0,0,0,0
38.8,20,85,79,4,13.5,0,0,0,0,0,0
37.8,2.1,92,56,13,22.2,0,0,0,0,0,0
1296,9.8,409,50,10,3,0,0,1,0,0,0
20,16.5,94,65,5,9.6,0,0,0,1,0,0
829,4.1,292,67,2,4,0,0,0,0,0,0
20.9,7.5,69,33,20,29.4,0,0,0,0,0,0
1970,24.5,89,44,3,5,0,0,0,0,0,0
20.1,13.8,30,58,14,5,0,0,0,1,0,0
43.8,22.7,71,67,18,18.1,0,0,0,0,0,0
20.3,8.8,89,77,30,44,0,0,0,1,0,0
26.9,15.1,71,49,2,23.6,0,0,0,0,0,0
852,14.2,252,58,10,4,0,0,1,0,1,0
1738,20.7,534,41,12,2,0,0,1,0,1,0
22.6,19.4,87,78,12,22.5,0,0,0,0,0,0
1933,7.1,90,72,2,5,0,0,1,1,0,0
1862,6.5,702,33,11,4,0,0,0,0,0,0
609,15.7,41,35,25,1,0,0,0,0,1,0
1904,21.1,162,39,9,6,0,0,1,1,1,0
20,6.4,40,74,8,24,0,0,0,1,0,0
894,6.6,7,53,17,6,0,0,1,0,1,0
834,9.6,57,62,17,4,0,0,0,0,0,1
721,9.8,343,41,16,4,0,0,1,1,0,0
27.3,0.6,44,47,12,19,0,0,0,1,0,0
27.4,8.1,69,77,6,13.8,0,0,0,0,0,0
29.2,17.1,65,58,28,5,0,0,0,1,1,0
35.4,4.3,72,34,6,18.6,0,0,0,0,0,0
18.5,16.8,74,52,16,24.8,0,0,0,0,0,0
1773,14.8,492,39,1,6,0,0,0,0,0,0
946,20.9,161,71,6,6,0,0,1,1,1,0
44.1,23.2,90,67,26,11.1,0,0,1,0,0,0
1812,22,606,53,19,4,0,0,1,1,1,0
16.8,16.8,43,49,24,5,0,0,0,0,0,0
49.5,21.8,95,37,20,12.3,0,0,0,0,0,0
20.2,23.7,80,58,6,32.2,0,0,0,0,0,0
2135,11.7,694,45,28,4,0,0,0,0,0,0
24.4,13.5,64,56,8,20.7,0,0,0,1,0,0
18.9,9.3,43,46,28,24,0,0,0,1,0,0
44.5,11,94,66,6,11.4,0,0,0,0,0,0
36.3,21.4,55,48,6,65.5,0,0,0,0,0,0
44.2,7,77,68,20,28.6,0,0,0,0,0,0
1882,12.7,131,54,3,3,0,0,1,1,1,0
30.4,0.8,79,57,23,26.3,0,0,0,1,0,0
669,23.7,431,66,13,2,0,0,0,0,1,0
22.6,17.4,30,51,4,16,0,0,0,1,0,0
2352,9.7,65,48,28,1,0,0,1,1,1,0
1560,0.8,91,74,24,6,0,0,0,0,1,0
43.4,6.2,79,33,25,60,0,0,0,0,0,0
15.4,11.5,63,35,15,36.7,0,0,0,0,1,0
21.1,16.4,71,74,27,16.2,0,0,0,0,0,0
13.2,6.6,30,40,7,14.5,0,0,0,0,1,0
971,21.5,423,71,16,6,0,0,1,1,0,0
27.7,8.3,62,58,27,8.9,0,0,1,1,0,0
28.3,2.8,82,74,22,40,0,0,0,1,0,0
534,18.1,1500,66,9,6,0,0,0,0,0,1
1219,23.3,832,65,26,1,0,0,1,1,1,0
1918,20.5,286,30,5,4,0,0,1,0,0,0
510,12.4,212,73,11,2,0,0,0,0,0,0
1134,3.4,55,41,11,1,0,0,1,0,0,0
26.9,24.9,44,80,14,21.8,0,0,0,0,0,0
32,16.2,95,54,0,7.5,0,0,0,0,0,0
20.4,5,41,44,24,5.6,0,0,0,0,0,0
1714,17.2,67,71,4,1,0,0,1,1,1,0
12.1,12.3,69,48,7,11.3,0,0,0,0,0,0
46.4,57.2,63,66,29,25,0,0,0,0,0,0
32.8,77.3,40,60,3,50,0,0,0,1,0,0
2277,53.9,272,67,3,4,0,0,1,1,1,0
21.6,88.3,30,41,15,23.5,0,0,0,0,0,0
25.3,62.2,40,64,25,9.9,0,0,0,0,0,0
845,82.6,644,76,17,6,0,0,1,0,0,0
34.7,63.8,90,52,6,9.9,0,0,0,0,0,0
29.8,64.7,51,36,0,20,0,0,1,1,0,0
924,62.7,510,72,17,2,0,0,0,0,0,0
22.9,45.4,74,43,29,15.7,0,0,0,1,0,0
42.9,76.1,68,63,8,18.4,0,0,1,1,0,0
50,51.6,59,52,4,14.4,0,0,1,1,0,0
2294,85.9,5,63,25,6,0,0,1,1,1,0
22.7,72.6,46,34,19,9.7,0,0,0,1,0,0
28.4,63.2,95,53,30,13.7,0,0,0,1,0,0
37.5,86.5,83,78,18,6,0,0,1,1,0,0
22.8,63.8,95,71,7,14.7,0,0,0,1,0,0
20,83.5,40,70,24,47.3,0,0,0,1,0,0
31.7,76.3,95,52,23,22.2,0,0,0,0,0,0
2467,90,37,80,24,1,0,0,0,0,1,0
40.6,55,30,44,2,11.6,0,0,1,0,0,0
16.2,78.6,30,80,7,26,0,0,1,1,0,0
37.7,75.1,51,66,13,11.6,0,0,1,0,1,0
30.4,55.6,55,67,27,11.3,0,0,0,0,0,0
770,61.5,954,61,6,6,0,0,0,0,0,0
37.7,73.4,40,38,19,25.4,0,0,0,0,0,0
24.6,49.5,61,75,20,9.1,0,0,0,1,1,0
27.1,62.6,40,62,26,21.3,0,0,0,1,0,0
18.1,63.7,61,50,3,18.3,0,0,1,1,0,0
25.8,66.4,92,50,14,35.6,0,0,0,0,0,0
14,65.6,59,58,27,11.1,0,0,0,0,0,0
50,86.8,85,67,11,51.7,0,0,0,0,0,0
29.2,51.5,61,31,21,6.1,0,0,0,1,0,0
44.4,54.3,40,66,10,12.2,0,0,0,0,0,0
435,78.9,169,59,13,1,0,0,1,1,1,0
32,74.2,47,61,3,7.1,0,0,0,0,0,0
43.6,54.1,84,55,20,28.3,0,0,1,1,0,0
13.9,74,55,78,13,12.3,0,0,0,0,1,0
34.7,49.8,88,74,19,17.9,0,0,0,1,0,0
50,59.1,40,49,28,23.8,0,0,0,0,0,0
29.3,61,58,37,9,7.6,0,0,0,0,0,0
46.3,64.7,53,75,26,17.8,0,0,0,0,0,0
1833,70.4,38,77,23,4,0,0,1,0,0,0
22.8,57.8,30,64,5,15.1,0,0,0,1,0,0
24.3,62.8,86,32,22,20,0,0,0,0,0,0
40.9,87.7,95,78,20,34.4,0,0,0,0,0,0
10,84.5,30,58,17,43.6,0,0,0,1,0,0
24.5,53.9,35,32,24,34,0,0,0,0,0,0
438,66.7,579,63,3,3,0,0,0,0,0,1
28.5,52.7,30,77,12,41.5,0,0,0,0,0,0
32.9,62,95,78,0,36,0,0,0,0,0,0
408,59.4,92,64,7,6,0,0,0,0,0,1
42.4,85.9,57,70,22,37.8,0,0,0,0,0,0
40.8,70.3,42,48,19,25.9,0,0,0,0,0,0
904,52.7,1385,70,23,3,0,0,0,0,0,0
